HGNC ID	Approved symbol	Status	Previous symbols	Accession numbers	Gene group name	Gene group ID
HGNC:47325	RNU6-362P	Approved				
HGNC:47326	RNU6-363P	Approved				
HGNC:47327	RNU6-364P	Approved				
HGNC:47328	RNU6-365P	Approved				
HGNC:47329	RNU6-366P	Approved				
HGNC:47330	RNU6-367P	Approved				
HGNC:47331	RNU6-368P	Approved				
HGNC:47332	RNU6-369P	Approved				
HGNC:47333	RNU6-370P	Approved				
HGNC:47334	RNU6-371P	Approved				
HGNC:47335	RNU6-372P	Entry Withdrawn				
HGNC:47336	RNU6-373P	Approved				
HGNC:47337	RNU6-374P	Approved				
HGNC:47338	RNU6-375P	Approved				
HGNC:47339	RNU6-376P	Approved				
HGNC:47340	RNU6-377P	Approved				
HGNC:47341	RNU6-378P	Approved				
HGNC:47342	RNU6-379P	Approved				
HGNC:47343	RNU6-380P	Approved				
HGNC:47344	RNU6-381P	Approved				
HGNC:47345	RNU6-382P	Approved				
HGNC:47346	RNU6-383P	Approved				
HGNC:47347	RNU6-384P	Approved				
HGNC:47348	RNU6-385P	Entry Withdrawn				
HGNC:47349	RNU6-386P	Approved				
HGNC:47350	RNU6-387P	Approved				
HGNC:47351	RNU6-388P	Approved				
HGNC:47352	RNU6-389P	Approved				
HGNC:47353	RNU6-390P	Approved				
HGNC:47354	RNU6-391P	Approved				
HGNC:47355	RNU6-392P	Approved				
HGNC:47356	RNU6-393P	Approved				
HGNC:47357	RNU6-394P	Approved				
HGNC:47358	RNU6-395P	Approved				
HGNC:47359	RNU6-396P	Approved				
HGNC:47360	RNU6-397P	Approved				
HGNC:47361	RNU6-398P	Approved				
HGNC:47362	RNU6-399P	Approved				
HGNC:47363	RNU6-400P	Approved				
HGNC:47364	RNU6-401P	Approved				
HGNC:47365	RNU6-402P	Approved				
HGNC:47366	RNU6-403P	Approved				
HGNC:47367	RNU6-404P	Entry Withdrawn				
HGNC:47368	RNU6-405P	Approved				
HGNC:47369	RNU6-406P	Approved				
HGNC:47370	RNU6-407P	Approved				
HGNC:47371	RNU6-408P	Approved				
HGNC:47372	RNU6-409P	Approved				
HGNC:47373	RNU6-410P	Approved				
HGNC:47374	RNU6-411P	Approved				
HGNC:47375	RNU6-412P	Approved				
HGNC:47376	RNU6-413P	Approved				
HGNC:47377	RNU6-414P	Approved				
HGNC:47378	RNU6-415P	Approved				
HGNC:47379	RNU6-416P	Approved				
HGNC:47380	RNU6-417P	Approved				
HGNC:47381	RNU6-418P	Approved				
HGNC:47382	RNU6-419P	Approved				
HGNC:47383	RNU6-420P	Approved				
HGNC:47384	RNU6-421P	Approved				
HGNC:47385	RNU6-422P	Approved				
HGNC:47386	RNU6-423P	Entry Withdrawn				
HGNC:47387	RNU6-424P	Approved				
HGNC:47388	RNU6-425P	Approved				
HGNC:47389	RNU6-426P	Approved				
HGNC:47390	RNU6-427P	Entry Withdrawn				
HGNC:47391	RNU6-428P	Approved				
HGNC:47392	RNU6-429P	Approved				
HGNC:47393	RNU6-430P	Approved				
HGNC:47394	RNU6-431P	Approved				
HGNC:47395	RNU6-432P	Approved				
HGNC:47396	RNU6-433P	Approved				
HGNC:47397	RNU6-434P	Approved				
HGNC:47398	RNU6-435P	Approved				
HGNC:47399	RNU6-436P	Approved				
HGNC:47400	RNU6-437P	Approved				
HGNC:47401	RNU6-438P	Approved				
HGNC:47402	RNU6-439P	Approved				
HGNC:47403	RNU6-440P	Approved				
HGNC:47404	RNU6-441P	Approved				
HGNC:47405	RNU6-442P	Approved				
HGNC:47406	RNU6-443P	Approved				
HGNC:47407	RNU6-444P	Approved				
HGNC:47408	RNU6-445P	Approved				
HGNC:47409	RNU6-446P	Approved				
HGNC:47410	RNU6-447P	Approved				
HGNC:47411	RNU6-448P	Approved				
HGNC:47412	RNU6-449P	Approved				
HGNC:47413	RNU6-450P	Approved				
HGNC:47414	RNU6-451P	Approved				
HGNC:47415	RNU6-452P	Approved				
HGNC:47416	RNU6-453P	Approved				
HGNC:47417	RNU6-454P	Approved				
HGNC:47418	RNU6-455P	Approved				
HGNC:47419	RNU6-456P	Approved				
HGNC:47420	RNU6-457P	Approved				
HGNC:47421	RNU6-458P	Approved				
HGNC:47422	RNU6-459P	Entry Withdrawn				
HGNC:47423	RNU6-460P	Approved				
HGNC:47424	RNU6-461P	Approved				
HGNC:47425	RNU6-462P	Approved				
HGNC:47426	RNU6-463P	Approved				
HGNC:47427	RNU6-464P	Approved				
HGNC:47428	RNU6-465P	Approved				
HGNC:47429	RNU6-466P	Approved				
HGNC:47430	RNU6-467P	Approved				
HGNC:47431	RNU6-468P	Approved				
HGNC:47432	RNU6-469P	Approved				
HGNC:47433	RNU6-470P	Approved				
HGNC:47434	RNU6-471P	Approved				
HGNC:47435	RNU6-472P	Approved				
HGNC:47436	RNU6-473P	Approved				
HGNC:47437	RNU6-474P	Approved				
HGNC:47438	RNU6-475P	Approved				
HGNC:47439	RNU6-476P	Approved				
HGNC:47440	RNU6-477P	Approved				
HGNC:47441	RNU6-478P	Approved				
HGNC:47442	RNU6-479P	Approved				
HGNC:47443	RNU6-480P	Approved				
HGNC:47444	RNU6-481P	Approved				
HGNC:47445	RNU6-482P	Approved				
HGNC:47446	RNU6-483P	Approved				
HGNC:47447	RNU6-484P	Approved				
HGNC:47448	RNU6-485P	Approved				
HGNC:47449	RNU6-486P	Approved				
HGNC:47450	RNU6-487P	Approved				
HGNC:47451	RNU6-488P	Approved				
HGNC:47452	RNU6-489P	Approved				
HGNC:47453	RNU6-490P	Approved				
HGNC:47454	RNU6-491P	Approved				
HGNC:47455	RNU6-492P	Approved				
HGNC:47456	RNU6-493P	Approved				
HGNC:47457	RNU6-494P	Approved				
HGNC:47458	RNU6-495P	Approved				
HGNC:47459	RNU6-496P	Approved				
HGNC:47460	RNU6-497P	Approved				
HGNC:47461	RNU6-498P	Approved				
HGNC:47462	RNU6-499P	Approved				
HGNC:47463	RNU6-500P	Approved				
HGNC:47464	RNU6-501P	Approved				
HGNC:47465	RNU6-502P	Approved				
HGNC:47466	RNU6-503P	Approved				
HGNC:47467	RNU6-504P	Approved				
HGNC:47468	RNU6-505P	Approved				
HGNC:47469	RNU6-506P	Approved				
HGNC:47470	RNU6-507P	Approved				
HGNC:47471	RNU6-508P	Approved				
HGNC:47472	RNU6-509P	Approved				
HGNC:47473	RNU6-510P	Approved				
HGNC:47474	RNU6-511P	Approved				
HGNC:47475	RNU6-512P	Approved				
HGNC:47476	RNU6-513P	Approved				
HGNC:47477	RNU6-514P	Approved				
HGNC:47478	RNU6-515P	Entry Withdrawn				
HGNC:47479	RNU6-516P	Approved				
HGNC:47480	RNU6-517P	Approved				
HGNC:47481	RNU6-518P	Approved				
HGNC:47482	RNU6-519P	Approved				
HGNC:47483	RNU6-520P	Approved				
HGNC:47484	RNU6-521P	Approved				
HGNC:47485	RNU6-522P	Approved				
HGNC:47486	RNU6-523P	Approved				
HGNC:47487	RNU6-524P	Approved				
HGNC:47488	RNU6-525P	Approved				
HGNC:47489	RNU6-526P	Approved				
HGNC:47490	RNU6-527P	Approved				
HGNC:47491	RNU6-528P	Approved				
HGNC:47492	RNU6-529P	Approved				
HGNC:47493	RNU6-530P	Approved				
HGNC:47494	RNU6-531P	Approved				
HGNC:47495	RNU6-532P	Approved				
HGNC:47496	RNU6-533P	Approved				
HGNC:47497	RNU6-534P	Approved				
HGNC:47498	RNU6-535P	Approved				
HGNC:47499	RNU6-536P	Approved				
HGNC:47500	RNU6-537P	Approved				
HGNC:47501	RNU6-538P	Approved				
HGNC:47502	RNU6-539P	Approved				
HGNC:47503	RNU6-540P	Approved				
HGNC:47504	RNU6-541P	Approved				
HGNC:47505	RNU6-542P	Approved				
HGNC:47506	RNU6-543P	Approved				
HGNC:47507	RNU6-544P	Approved				
HGNC:47508	RNU6-545P	Approved	RNU6-292P			
HGNC:47509	RNU6-546P	Approved				
HGNC:47510	RNU6-547P	Approved				
HGNC:47511	RNU6-548P	Approved				
HGNC:47512	RNU6-549P	Approved				
HGNC:47513	RNU6-550P	Approved				
HGNC:47514	RNU6-551P	Approved				
HGNC:47515	RNU6-552P	Approved				
HGNC:47516	RNU6-553P	Approved				
HGNC:47517	RNU6-554P	Approved				
HGNC:47518	RNU6-555P	Approved				
HGNC:47519	RNU6-556P	Approved				
HGNC:47520	RNU6-557P	Approved				
HGNC:47521	RNU6-558P	Approved				
HGNC:47522	RNU6-559P	Approved				
HGNC:47523	RNU6-560P	Approved				
HGNC:47524	RNU6-561P	Approved				
HGNC:47525	RNU6-562P	Approved				
HGNC:47526	RNU6-563P	Approved				
HGNC:47527	RNU6-564P	Approved				
HGNC:47528	RNU6-565P	Approved				
HGNC:47529	RNU6-566P	Approved				
HGNC:47530	RNU6-567P	Approved				
HGNC:47531	RNU6-568P	Entry Withdrawn				
HGNC:47532	RNU6-569P	Entry Withdrawn				
HGNC:47533	RNU6-570P	Approved				
HGNC:47534	RNU6-571P	Approved				
HGNC:47535	RNU6-572P	Approved				
HGNC:47536	RNU6-573P	Approved				
HGNC:47537	RNU6-574P	Approved				
HGNC:47538	RNU6-575P	Approved				
HGNC:47539	RNU6-576P	Approved				
HGNC:47540	RNU6-577P	Approved				
HGNC:47541	RNU6-578P	Approved				
HGNC:47542	RNU6-579P	Approved				
HGNC:47543	RNU6-580P	Approved				
HGNC:47544	RNU6-581P	Approved				
HGNC:47545	RNU6-582P	Approved				
HGNC:47546	RNU6-583P	Approved				
HGNC:47547	RNU6-584P	Approved				
HGNC:47548	RNU6-585P	Entry Withdrawn				
HGNC:47549	RNU6-586P	Approved				
HGNC:47550	RNU6-587P	Approved				
HGNC:47551	RNU6-588P	Approved				
HGNC:47552	RNU6-589P	Approved				
HGNC:47553	RNU6-590P	Approved				
HGNC:47554	RNU6-591P	Approved				
HGNC:47555	RNU6-592P	Approved				
HGNC:47556	RNU6-593P	Approved				
HGNC:47557	RNU6-594P	Entry Withdrawn				
HGNC:47558	RNU6-595P	Approved				
HGNC:47559	RNU6-596P	Approved				
HGNC:47560	RNU6-597P	Approved				
HGNC:47561	RNU6-598P	Approved				
HGNC:47562	RNU6-599P	Approved				
HGNC:47563	RNU6-600P	Approved				
HGNC:47564	RNU6-601P	Approved				
HGNC:47565	RNU6-602P	Approved				
HGNC:47566	RNU6-603P	Approved	RNU6-825P			
HGNC:47567	RNU6-604P	Approved				
HGNC:47568	RNU6-605P	Approved				
HGNC:47569	RNU6-606P	Approved				
HGNC:47570	RNU6-607P	Approved				
HGNC:47571	RNU6-608P	Approved				
HGNC:47572	RNU6-609P	Approved				
HGNC:47573	RNU6-610P	Approved				
HGNC:47574	RNU6-611P	Approved				
HGNC:47575	RNU6-612P	Approved				
HGNC:47576	RNU6-613P	Approved				
HGNC:47577	RNU6-614P	Approved				
HGNC:47578	RNU6-615P	Approved				
HGNC:47579	RNU6-616P	Approved				
HGNC:47580	RNU6-617P	Approved				
HGNC:47581	RNU6-618P	Approved				
HGNC:47582	RNU6-619P	Approved				
HGNC:47583	RNU6-620P	Approved				
HGNC:47584	RNU6-621P	Approved				
HGNC:47585	RNU6-622P	Approved				
HGNC:47586	RNU6-623P	Approved				
HGNC:47587	RNU6-624P	Approved				
HGNC:47588	RNU6-625P	Approved				
HGNC:47589	RNU6-626P	Approved				
HGNC:47590	RNU6-627P	Approved				
HGNC:47591	RNU6-628P	Approved				
HGNC:47592	RNU6-629P	Approved				
HGNC:47593	RNU6-630P	Approved				
HGNC:47594	RNU6-631P	Approved				
HGNC:47595	RNU6-632P	Approved				
HGNC:47596	RNU6-633P	Approved				
HGNC:47597	RNU6-634P	Approved				
HGNC:47598	RNU6-635P	Approved				
HGNC:47599	RNU6-636P	Approved				
HGNC:47600	RNU6-637P	Approved				
HGNC:47601	RNU6-638P	Approved				
HGNC:47602	RNU6-639P	Approved				
HGNC:47603	RNU6-640P	Approved				
HGNC:47604	RNU6-641P	Approved				
HGNC:47605	RNU6-642P	Approved				
HGNC:47606	RNU6-643P	Approved				
HGNC:47607	RNU6-644P	Approved				
HGNC:47608	RNU6-645P	Approved				
HGNC:47609	RNU6-646P	Approved				
HGNC:47610	RNU6-647P	Approved				
HGNC:47611	RNU6-648P	Approved				
HGNC:47612	RNU6-649P	Approved				
HGNC:47613	RNU6-650P	Approved				
HGNC:47614	RNU6-651P	Approved				
HGNC:47615	RNU6-652P	Approved				
HGNC:47616	RNU6-653P	Approved				
HGNC:47617	RNU6-654P	Approved				
HGNC:47618	RNU6-655P	Approved				
HGNC:47619	RNU6-656P	Approved				
HGNC:47620	RNU6-657P	Approved				
HGNC:47621	RNU6-658P	Approved				
HGNC:47622	RNU6-659P	Approved				
HGNC:47623	RNU6-660P	Approved				
HGNC:47624	RNU6-661P	Approved				
HGNC:47625	RNU6-662P	Approved				
HGNC:47626	RNU6-663P	Approved				
HGNC:47627	RNU6-664P	Approved				
HGNC:47628	RNU6-665P	Approved				
HGNC:47629	RNU6-666P	Approved				
HGNC:47630	RNU6-667P	Approved				
HGNC:47631	RNU6-668P	Approved				
HGNC:47632	RNU6-669P	Approved				
HGNC:47633	RNU6-670P	Approved				
HGNC:47634	RNU6-671P	Entry Withdrawn				
HGNC:47635	RNU6-672P	Approved				
HGNC:47636	RNU6-673P	Approved				
HGNC:47637	RNU6-674P	Approved				
HGNC:47638	RNU6-675P	Approved				
HGNC:47639	RNU6-676P	Entry Withdrawn				
HGNC:47640	RNU6-677P	Approved				
HGNC:47641	RNU6-678P	Approved				
HGNC:47642	RNU6-679P	Approved				
HGNC:47643	RNU6-680P	Approved				
HGNC:47644	RNU6-681P	Approved				
HGNC:47645	RNU6-682P	Approved				
HGNC:47646	RNU6-683P	Symbol Withdrawn				
HGNC:47647	RNU6-684P	Approved				
HGNC:47648	RNU6-685P	Approved				
HGNC:47649	RNU6-686P	Approved				
HGNC:47650	RNU6-687P	Approved				
HGNC:47651	RNU6-688P	Entry Withdrawn				
HGNC:47652	RNU6-689P	Approved				
HGNC:47653	RNU6-690P	Approved				
HGNC:47654	RNU6-691P	Entry Withdrawn				
HGNC:47655	RNU6-692P	Approved				
HGNC:47656	RNU6-693P	Approved				
HGNC:47657	RNU6-694P	Approved				
HGNC:47658	RNU6-695P	Approved				
HGNC:47659	RNU6-696P	Approved				
HGNC:47660	RNU6-697P	Approved				
HGNC:47661	RNU6-698P	Approved				
HGNC:47662	RNU6-699P	Approved				
HGNC:47663	RNU6-700P	Approved				
HGNC:47664	RNU6-701P	Approved				
HGNC:47665	RNU6-702P	Approved				
HGNC:47666	RNU6-703P	Approved				
HGNC:47667	RNU6-704P	Approved				
HGNC:47668	RNU6-705P	Approved				
HGNC:47669	RNU6-706P	Approved				
HGNC:47670	RNU6-707P	Approved				
HGNC:47671	RNU6-708P	Approved				
HGNC:47672	RNU6-709P	Approved				
HGNC:47673	RNU6-710P	Approved				
HGNC:47674	RNU6-711P	Approved				
HGNC:47675	RNU6-712P	Approved				
HGNC:47676	RNU6-713P	Approved				
HGNC:47677	RNU6-714P	Approved				
HGNC:47678	RNU6-715P	Approved				
HGNC:47679	RNU6-716P	Approved				
HGNC:47680	RNU6-717P	Approved				
HGNC:47681	RNU6-718P	Approved				
HGNC:47682	RNU6-719P	Approved				
HGNC:47683	RNU6-720P	Approved				
HGNC:47684	RNU6-721P	Approved				
HGNC:47685	RNU6-722P	Approved				
HGNC:47686	RNU6-723P	Approved				
HGNC:47687	RNU6-724P	Approved				
HGNC:47688	RNU6-725P	Approved				
HGNC:47689	RNU6-726P	Approved				
HGNC:47690	RNU6-727P	Approved				
HGNC:47691	RNU6-728P	Approved				
HGNC:47692	RNU6-729P	Approved				
HGNC:47693	RNU6-730P	Approved				
HGNC:47694	RNU6-731P	Approved				
HGNC:47695	RNU6-732P	Approved				
HGNC:47696	RNU6-733P	Approved				
HGNC:47697	RNU6-734P	Entry Withdrawn				
HGNC:47698	RNU6-735P	Approved				
HGNC:47699	RNU6-736P	Entry Withdrawn				
HGNC:47700	RNU6-737P	Approved				
HGNC:47701	RNU6-738P	Approved				
HGNC:47702	RNU6-739P	Approved				
HGNC:47703	RNU6-740P	Approved				
HGNC:47704	RNU6-741P	Approved				
HGNC:47705	RNU6-742P	Approved				
HGNC:47706	RNU6-743P	Approved				
HGNC:47707	RNU6-744P	Approved				
HGNC:47708	RNU6-745P	Approved				
HGNC:47709	RNU6-746P	Approved				
HGNC:47710	RNU6-747P	Approved				
HGNC:47711	RNU6-748P	Approved				
HGNC:47712	RNU6-749P	Approved				
HGNC:47713	RNU6-750P	Approved				
HGNC:47714	RNU6-751P	Approved				
HGNC:47715	RNU6-752P	Approved				
HGNC:47716	RNU6-753P	Approved				
HGNC:47717	RNU6-754P	Approved				
HGNC:47718	RNU6-755P	Approved				
HGNC:47719	RNU6-756P	Approved				
HGNC:47720	RNU6-757P	Approved				
HGNC:47721	RNU6-758P	Approved				
HGNC:47722	RNU6-759P	Approved				
HGNC:47723	RNU6-760P	Approved				
HGNC:47724	RNU6-761P	Approved				
HGNC:47725	RNU6-762P	Approved				
HGNC:47726	RNU6-763P	Approved				
HGNC:47727	RNU6-764P	Approved				
HGNC:47728	RNU6-765P	Approved				
HGNC:47729	RNU6-766P	Approved				
HGNC:47730	RNU6-767P	Approved				
HGNC:47731	RNU6-768P	Approved				
HGNC:47732	RNU6-769P	Approved				
HGNC:47733	RNU6-770P	Approved				
HGNC:47734	RNU6-771P	Approved	RNU6-1185P			
HGNC:47735	RNU6-772P	Approved				
HGNC:47736	RNU6-773P	Entry Withdrawn				
HGNC:47737	RNU6-774P	Approved				
HGNC:47738	RNU6-775P	Approved				
HGNC:47739	RNU6-776P	Approved				
HGNC:47740	RNU6-777P	Approved				
HGNC:47741	RNU6-778P	Approved				
HGNC:47742	RNU6-779P	Entry Withdrawn				
HGNC:47743	RNU6-780P	Approved				
HGNC:47744	RNU6-781P	Approved				
HGNC:47745	RNU6-782P	Approved				
HGNC:47746	RNU6-783P	Approved				
HGNC:47747	RNU6-784P	Approved				
HGNC:47748	RNU6-785P	Approved				
HGNC:47749	RNU6-786P	Approved				
HGNC:47750	RNU6-787P	Approved				
HGNC:47751	RNU6-788P	Approved				
HGNC:47752	RNU6-789P	Approved				
HGNC:47753	RNU6-790P	Approved				
HGNC:47754	RNU6-791P	Approved				
HGNC:47755	RNU6-792P	Approved				
HGNC:47756	RNU6-793P	Approved				
HGNC:47757	RNU6-794P	Approved				
HGNC:47758	RNU6-795P	Approved				
HGNC:47759	RNU6-796P	Approved				
HGNC:47760	RNU6-797P	Approved				
HGNC:47761	RNU6-798P	Approved				
HGNC:47762	RNU6-799P	Approved				
HGNC:47763	RNU6-800P	Approved				
HGNC:47764	RNU6-801P	Approved				
HGNC:47765	RNU6-802P	Entry Withdrawn				
HGNC:47766	RNU6-803P	Approved				
HGNC:47767	RNU6-804P	Approved				
HGNC:47768	RNU6-805P	Approved				
HGNC:47769	RNU6-806P	Approved				
HGNC:47770	RNU6-807P	Approved				
HGNC:47771	RNU6-808P	Approved				
HGNC:47772	RNU6-809P	Approved				
HGNC:47773	RNU6-810P	Approved				
HGNC:47774	RNU6-811P	Approved				
HGNC:47775	RNU6-812P	Approved				
HGNC:47776	RNU6-813P	Approved				
HGNC:47777	RNU6-814P	Entry Withdrawn				
HGNC:47778	RNU6-815P	Approved				
HGNC:47779	RNU6-816P	Approved				
HGNC:47780	RNU6-817P	Approved				
HGNC:47781	RNU6-818P	Approved				
HGNC:47782	RNU6-819P	Approved				
HGNC:47783	RNU6-820P	Approved				
HGNC:47784	RNU6-821P	Approved				
HGNC:47785	RNU6-822P	Approved				
HGNC:47786	RNU6-823P	Approved				
HGNC:47787	RNU6-824P	Approved				
HGNC:47788	RNU6-825P	Symbol Withdrawn				
HGNC:47789	RNU6-826P	Approved				
HGNC:47790	RNU6-827P	Approved				
HGNC:47791	RNU6-828P	Approved				
HGNC:47792	RNU6-829P	Approved				
HGNC:47793	RNU6-830P	Approved				
HGNC:47794	RNU6-831P	Approved				
HGNC:47795	RNU6-832P	Approved				
HGNC:47796	RNU6-833P	Approved				
HGNC:47797	RNU6-834P	Approved				
HGNC:47798	RNU6-835P	Approved				
HGNC:47799	RNU6-836P	Approved				
HGNC:47800	RNU6-837P	Approved				
HGNC:47801	RNU6-838P	Approved				
HGNC:47802	RNU6-839P	Approved				
HGNC:47803	RNU6-840P	Approved				
HGNC:47804	RNU6-841P	Approved				
HGNC:47805	RNU6-842P	Approved				
HGNC:47806	RNU6-843P	Approved				
HGNC:47807	RNU6-844P	Approved				
HGNC:47808	RNU6-845P	Approved				
HGNC:47809	RNU6-846P	Entry Withdrawn				
HGNC:47810	RNU6-847P	Approved				
HGNC:47811	RNU6-848P	Approved				
HGNC:47812	RNU6-849P	Approved				
HGNC:47813	RNU6-850P	Approved	RNU6-1030P			
HGNC:47814	RNU6-851P	Approved				
HGNC:47815	RNU6-852P	Entry Withdrawn				
HGNC:47816	RNU6-853P	Approved				
HGNC:47817	RNU6-854P	Approved				
HGNC:47818	RNU6-855P	Approved				
HGNC:47819	RNU6-856P	Approved				
HGNC:47820	RNU6-857P	Approved				
HGNC:47821	RNU6-858P	Approved				
HGNC:47822	RNU6-859P	Approved				
HGNC:47823	RNU6-860P	Approved				
HGNC:47824	RNU6-861P	Approved				
HGNC:47825	RNU6-862P	Approved				
HGNC:47826	RNU6-863P	Approved				
HGNC:47827	RNU6-864P	Approved				
HGNC:47828	RNU6-865P	Approved				
HGNC:47829	RNU6-866P	Approved				
HGNC:47830	RNU6-867P	Approved				
HGNC:47831	RNU6-868P	Entry Withdrawn				
HGNC:47832	RNU6-869P	Approved				
HGNC:47833	RNU6-870P	Entry Withdrawn				
HGNC:47834	RNU6-871P	Approved				
HGNC:47835	RNU6-872P	Entry Withdrawn				
HGNC:47836	RNU6-873P	Approved				
HGNC:47837	RNU6-874P	Approved				
HGNC:47838	RNU6-875P	Approved				
HGNC:47839	RNU6-876P	Approved				
HGNC:47840	RNU6-877P	Approved				
HGNC:47841	RNU6-878P	Approved				
HGNC:47842	RNU6-879P	Approved				
HGNC:47843	RNU6-880P	Approved				
HGNC:47844	RNU6-881P	Approved				
HGNC:47845	RNU6-882P	Approved				
HGNC:47846	RNU6-883P	Approved				
HGNC:47847	RNU6-884P	Approved				
HGNC:47848	RNU6-885P	Approved				
HGNC:47849	RNU6-886P	Approved				
HGNC:47850	RNU6-887P	Approved				
HGNC:47851	RNU6-888P	Approved				
HGNC:47852	RNU6-889P	Approved				
HGNC:47853	RNU6-890P	Approved				
HGNC:47854	RNU6-891P	Approved				
HGNC:47855	RNU6-892P	Approved				
HGNC:47856	RNU6-893P	Approved				
HGNC:47857	RNU6-894P	Approved				
HGNC:47858	RNU6-895P	Approved				
HGNC:47859	RNU6-896P	Approved				
HGNC:47860	RNU6-897P	Approved				
HGNC:47861	RNU6-898P	Approved				
HGNC:47862	RNU6-899P	Approved				
HGNC:47863	RNU6-900P	Approved				
HGNC:47864	RNU6-901P	Approved				
HGNC:47865	RNU6-902P	Approved				
HGNC:47866	RNU6-903P	Approved				
HGNC:47867	RNU6-904P	Approved				
HGNC:47868	RNU6-905P	Approved				
HGNC:47869	RNU6-906P	Approved				
HGNC:47870	RNU6-907P	Approved				
HGNC:47871	RNU6-908P	Approved				
HGNC:47872	RNU6-909P	Approved				
HGNC:47873	RNU6-910P	Approved				
HGNC:47874	RNU6-911P	Approved				
HGNC:47875	RNU6-912P	Approved				
HGNC:47876	RNU6-913P	Approved				
HGNC:47877	RNU6-914P	Approved				
HGNC:47878	RNU6-915P	Approved				
HGNC:47879	RNU6-916P	Approved				
HGNC:47880	RNU6-917P	Approved				
HGNC:47881	RNU6-918P	Approved				
HGNC:47882	RNU6-919P	Approved				
HGNC:47883	RNU6-920P	Approved				
HGNC:47884	RNU6-921P	Approved				
HGNC:47885	RNU6-922P	Approved				
HGNC:47886	RNU6-923P	Approved				
HGNC:47887	RNU6-924P	Approved				
HGNC:47888	RNU6-925P	Approved				
HGNC:47889	RNU6-926P	Approved				
HGNC:47890	RNU6-927P	Approved				
HGNC:47891	RNU6-928P	Approved				
HGNC:47892	RNU6-929P	Approved				
HGNC:47893	RNU6-930P	Approved	RNU6-1173P			
HGNC:47894	RNU6-931P	Approved				
HGNC:47895	RNU6-932P	Approved				
HGNC:47896	RNU6-933P	Approved				
HGNC:47897	RNU6-934P	Approved				
HGNC:47898	RNU6-935P	Approved				
HGNC:47899	RNU6-936P	Approved				
HGNC:47900	RNU6-937P	Approved				
HGNC:47901	RNU6-938P	Approved				
HGNC:47902	RNU6-939P	Approved				
HGNC:47903	RNU6-940P	Approved				
HGNC:47904	RNU6-941P	Approved				
HGNC:47905	RNU6-942P	Approved				
HGNC:47906	RNU6-943P	Approved				
HGNC:47907	RNU6-944P	Approved				
HGNC:47908	RNU6-945P	Approved				
HGNC:47909	RNU6-946P	Approved				
HGNC:47910	RNU6-947P	Approved				
HGNC:47911	RNU6-948P	Approved				
HGNC:47912	RNU6-949P	Approved				
HGNC:47913	RNU6-950P	Approved				
HGNC:47914	RNU6-951P	Approved				
HGNC:47915	RNU6-952P	Approved				
HGNC:47916	RNU6-953P	Approved				
HGNC:47917	RNU6-954P	Approved				
HGNC:47918	RNU6-955P	Approved				
HGNC:47919	RNU6-956P	Approved				
HGNC:47920	RNU6-957P	Approved				
HGNC:47921	RNU6-958P	Approved				
HGNC:47922	RNU6-959P	Approved				
HGNC:47923	RNU6-960P	Approved				
HGNC:47924	RNU6-961P	Approved				
HGNC:47925	RNU6-962P	Entry Withdrawn				
HGNC:47926	RNU6-963P	Entry Withdrawn				
HGNC:47927	RNU6-964P	Approved				
HGNC:47928	RNU6-965P	Approved				
HGNC:47929	RNU6-966P	Approved				
HGNC:47930	RNU6-967P	Approved				
HGNC:47931	RNU6-968P	Approved				
HGNC:47932	RNU6-969P	Approved				
HGNC:47933	RNU6-970P	Approved				
HGNC:47934	RNU6-971P	Approved				
HGNC:47935	RNU6-972P	Approved				
HGNC:47936	RNU6-973P	Approved				
HGNC:47937	RNU6-974P	Approved				
HGNC:47938	RNU6-975P	Approved				
HGNC:47939	RNU6-976P	Approved				
HGNC:47940	RNU6-977P	Approved				
HGNC:47941	RNU6-978P	Approved				
HGNC:47942	RNU6-979P	Approved				
HGNC:47943	RNU6-980P	Approved				
HGNC:47944	RNU6-981P	Entry Withdrawn				
HGNC:47945	RNU6-982P	Approved				
HGNC:47946	RNU6-983P	Approved				
HGNC:47947	RNU6-984P	Approved				
HGNC:47948	RNU6-985P	Approved				
HGNC:47949	RNU6-986P	Approved				
HGNC:47950	RNU6-987P	Approved				
HGNC:47951	RNU6-988P	Approved				
HGNC:47952	RNU6-989P	Approved				
HGNC:47953	RNU6-990P	Approved				
HGNC:47954	RNU6-991P	Approved				
HGNC:47955	RNU6-992P	Approved				
HGNC:47956	RNU6-993P	Approved				
HGNC:47957	RNU6-994P	Approved				
HGNC:47958	RNU6-995P	Approved				
HGNC:47959	RNU6-996P	Approved				
HGNC:47960	RNU6-997P	Approved				
HGNC:47961	RNU6-998P	Approved				
HGNC:47962	RNU6-999P	Approved				
HGNC:47963	RNU6-1000P	Approved				
HGNC:47964	RNU6-1001P	Approved				
HGNC:47965	RNU6-1002P	Symbol Withdrawn				
HGNC:47966	RNU6-1003P	Approved				
HGNC:47967	RNU6-1004P	Approved				
HGNC:47968	RNU6-1005P	Approved				
HGNC:47969	RNU6-1006P	Approved				
HGNC:47970	RNU6-1007P	Approved				
HGNC:47971	RNU6-1008P	Approved				
HGNC:47972	RNU6-1009P	Approved				
HGNC:47973	RNU6-1010P	Approved				
HGNC:47974	RNU6-1011P	Approved				
HGNC:47975	RNU6-1012P	Approved				
HGNC:47976	RNU6-1013P	Approved				
